id,fabric_code,name,category_name,composition,weight_gsm,width_inches,construction,finish,color,price_per_meter,currency,moq_meters,lead_time_days,sample_price,sample_length_meters,status,visibility,created_at,updated_at,seller_id,seller_company,seller_code,seller_city,seller_state,tags,certifications,description,image_count,primary_image_url,is_in_stock,available_quantity_meters,article_id
cae6f6dc-3848-4d75-b6a2-d81ff837a843,LF-1KJ7J,Voile 80's X 80's,,"[{'material': 'Cotton', 'percentage': 100}]",58,54'',,Normal,"white, Black",,INR,1000MTR,,,,,,2026-02-09T16:00:55.240580+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Voile count:80's X 80's; construction:92x88,,Baby Garment and Lining Fabric,5,/api/uploads/61d8f9a7-444c-4692-8118-51e7dc2a4a70.jpeg,,,
2a2b6f85-f906-4fce-a097-64dd351f4c10,LF-NT7IK,Cotton 3\1 Twill ,,"[{'material': 'Cotton', 'percentage': 100}]",200,58'',,Peach & Normal Finish,"White, RFD, Black",,INR,1500MTR,,,,,,2026-02-09T16:03:05.608766+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton 3\1 Twill; Count: 20X20; construction: 108x56,,"Pant, Cargo, ",3,/api/uploads/4e7ca276-0ba2-4a9f-9be5-87a6d93555fb.jpeg,,,
39e78c38-fc7f-4715-a334-a2e946d5c501,LF-QT2DL,Cotton 2\2Twill,,"[{'material': 'Cotton', 'percentage': 100}]",190,58'',,Peach and Normal,RFD,,INR,1500MTR,,,,,,2026-02-09T16:12:45.923304+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton 2\2Twill; Count:20'sX20's; construction:104x48,,"Pant, Cargo, Jacket",5,/api/uploads/71127902-a5d7-4456-a584-ed1efe094957.jpeg,,,
d7c04353-bf39-44f2-968d-28d7b0de42b5,LF-HO92L,Cotton Slub ,,"[{'material': 'Cotton', 'percentage': 100}]",110,56'',,Normal,RFD,,INR,1500MTR,,,,,,2026-02-09T16:42:31.525990+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Slub; Count: 20'slub X 20'slub; construction: 48X38,,"Shirt, Kurta",2,/api/uploads/457049e4-4ca4-49e4-8cbc-8ab515400313.jpeg,,,
89dcdf81-213d-4da6-bef4-1bceda1b30e2,LF-TLMT8,Cotton Ripstop,,"[{'material': 'Cotton', 'percentage': 100}]",205,,,Normal,"RFD,BLACK",,INR,1500 MTR,,,,,,2026-02-09T16:48:40.139212+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Ripstop 6MM; Count:20's X 16's; construction:80 X 60,,"Cargo, Pant, Jacket and Army Dress",5,/api/uploads/8690e91a-2444-46a5-9473-f1513134bc72.jpeg,,,
5bcd3713-71a6-4d08-a537-acc42965cba2,LF-SIN5M,Cotton Ripstop 4MM,,"[{'material': 'Cotton', 'percentage': 100}]",160,,,Normal,RFD,,INR,1500MTR,,,,,,2026-02-09T16:52:36.802390+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Ripstop 4MM; Count: 20's X 20's; construction: 84 X 48,,"Pant, cargo, Army Dress",5,/api/uploads/4ae2d4e2-7a7c-45f1-b0aa-275f1eaabe11.jpeg,,,
7234f935-9c21-4e5b-a2a3-2ea060874fa1,LF-088GR,Cotton Poplin,,"[{'material': 'Cotton', 'percentage': 100}]",130,58'',,Normal ,"RFD,BLACK,",,INR,1500MTR,,,,,,2026-02-09T16:56:35.917444+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Poplin Count: 40's X 40's; construction: 144 X 72,,"Shirt, Kurta",3,/api/uploads/378466f7-8912-4e51-b57f-22c4db37957d.jpeg,,,
8ad86007-a724-43b8-9c34-1ca7d2b18ad1,LF-6KZRM,Cotton Poplin 40's x 40's,,"[{'material': 'Cotton', 'percentage': 100}]",127,,,Normal,FRD and Dyed Color,,INR,1500MTR,,,,,,2026-02-09T17:06:42.797314+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Poplin; Count: 40's X 40's; construction: 132 X 72,,"Shirts, Kurta, Dress",2,/api/uploads/c8ca3336-259b-459c-99cc-5b282cb31647.jpeg,,,
b28d8b9c-de69-4914-830c-5dee26d3b9e4,LF-LWCY1,Cotton Poplin ,,"[{'material': 'Cotton', 'percentage': 100}]",140,58'',,Normal,RFD and Dyed,,INR,1500MTR,,,,,,2026-02-09T17:10:09.424373+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Poplin; Count: 40's X 40's; construction: 132 X 100,,"shirts, kurta, Dress",4,/api/uploads/2a8b7e47-d24b-46f2-8352-02623ad138c4.jpeg,,,
1afc0439-6d9f-4c52-b1c6-013644fad9d4,LF-YVE7C,Cotton Poplin 40's X 40's,,"[{'material': 'Cotton', 'percentage': 100}]",130,58'',,Normal,RFD and Dyed,,INR,1500MTR,,,,,,2026-02-09T17:17:03.841018+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Poplin; Count:40's X40's; construction:132 X 72,,"Shirts, Kurta, Dress",7,/api/uploads/29808b23-3f4c-4758-94ce-03753d844ae3.jpeg,,,
283b30d1-2cc4-4d07-9d4c-13ec96976135,LF-6JE4J,Cotton Paper Poplin,,"[{'material': 'Cotton', 'percentage': 100}]",110,58'',,Paper Finish,RFD and Dyed,,INR,1500MTR,,,,,,2026-02-09T17:20:57.239692+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Paper Poplin; Count: 60's x 60's; construction: 132 x 100,,"Shirts, Dress, Baby Dress, Kurta",4,/api/uploads/32bfc850-b156-4634-bcb4-fa44d25227aa.jpeg,,,
fdf70ae2-fc95-45a9-b582-fe0cb2f53dfd,LF-DLJIN,Cotton Lycra 4\1 Satin,,"[{'material': 'Cotton', 'percentage': 97}, {'material': 'Lycra', 'percentage': 3}]",220,54'',,Normal,"RFD, Dyed",,INR,1500MTR,,,,,,2026-02-09T17:27:44.703504+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Lycra 4\1 Satin; Count: 40's X 32's + 40'D; construction:195 x 120,,"Trouser, Chinos, Jacket, Skirts ",4,/api/uploads/a665b008-8b05-4cc5-bbf4-89ed8a3183bf.jpeg,,,
a57d84de-0c5a-47d8-8b22-c007dbc44a5a,LF-ZRRD1,Cotton 3\1 Twill,,"[{'material': 'Cotton', 'percentage': 100}]",381,58'',,Normal,RFD and Dyed,,INR,1500MTR,,,,,,2026-02-09T17:35:19.373510+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton 3\1 Twill; Count: 7's x 7's; construction: 68 x 38,,Miscellaneous,3,/api/uploads/cbd80903-98d9-43c6-9686-2b13c41e74b4.jpeg,,,
6428ba70-552d-4076-93ae-0ee4f3f68e0a,LF-FW023,Polyester Cotton Fleece,Polyester Fabrics,"[{'material': 'Polyester', 'percentage': 60}, {'material': 'Cotton', 'percentage': 40}]",250,60'' (OPEN),,Bio Wash AND Normal finish,Dyed,,INR,150KG,,,,,,2026-02-10T05:10:57.825657+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Polyester Cotton Fleece; Count: 25'S X 150'D,,"Jacket, Sweet Shirt, Trousers",4,/api/uploads/2314588c-3284-46cf-8167-c3f96f99115f.jpeg,,,
0bf87876-a9d9-48bd-a21e-8f5cc77f3ac5,LF-DJRTK,Polyester Knitted Jacquard ,,"[{'material': 'Polyester', 'percentage': 100}]",190,60''(open),,BIO AND Normal,Dyed,,INR,150KG,,,,,,2026-02-10T06:40:16.500768+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Polyester Knitted Jacquard Count: 160'D,,Sports T-Shirts,4,/api/uploads/0dd93630-5d19-448e-a214-cfd4a35e3c69.jpeg,,,
ad66d60d-cfc9-45ea-9f30-3c50447ec88c,LF-BTLLX,Polyester Looper Jacquard,,"[{'material': 'Polyester', 'percentage': 100}]",250,60''(open),,Bio And Normal,Dyed,,INR,150KG,,,,,,2026-02-10T06:50:04.735697+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Polyester Looper Jacquard Count: 160'D,,Sweet Shirts,2,/api/uploads/0151b9ed-8e5e-4e60-8240-1efa8454cc86.jpeg,,,
7d7f95f6-cd29-4d96-aca0-e1c7034802d9,LF-WVRTZ,Polyester Micro Crepe,,"[{'material': 'Polyester', 'percentage': 100}]",205,60''(open),,Normal,Dyed,,INR,150KG,,,,,,2026-02-10T06:57:27.870433+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Women Wear Use,,women ,4,/api/uploads/437d458f-db6b-4e36-93b7-3a60e5d970e2.png,,,
f11a5993-aabd-4ad7-8b45-ef77042a6cc4,LF-GP8UA,Polyester Rice Knit,,"[{'material': 'Polyester', 'percentage': 100}]",155,60''(open),,BIO and Normal,Dyed,,INR,150KG,,,,,,2026-02-10T07:00:19.088706+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Polyester Rice Knit Count:120'D,,Sports Wear,2,/api/uploads/6d29aa97-88b4-4a6e-8687-34aa563f5906.jpeg,,,
fb946803-18c3-4dca-930c-1109c585f10d,LF-LA02D,Polyester Single Jersey,,"[{'material': 'Polyester', 'percentage': 100}]",165,60''(open),,Normal And BIO Wash,Dyes,,INR,150KG,,,,,,2026-02-10T07:05:33.747666+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Polyester Single Jersey Count: 150'D,,"Sports Wear, T-Shirts",6,/api/uploads/9524126a-2551-4de0-a5aa-37c596e09caa.jpeg,,,
479947af-1946-4baa-bbff-15422d0a961b,LF-8XKFR,Cotton Polyester Lycra Knitted Jacquard,Cotton Fabrics,"[{'material': 'Cotton', 'percentage': 55}, {'material': 'Polyester', 'percentage': 42}, {'material': 'Lycra', 'percentage': 3}]",260,60''(open),,Normal,Y\Dyed,,INR,150KG,,,,,,2026-02-10T07:35:41.018874+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Poly Lycra Count:25's X 120'D,,Jacket,3,/api/uploads/691a8eaf-1861-451c-9449-38b266572947.jpeg,,,
68747a15-3b61-47f0-830a-93b9995d34d9,LF-9DQLF,Polyester Single Jersey ,,"[{'material': 'Polyester', 'percentage': 100}]",120,60''(open),,BIO and Normal ,Dyed,,INR,150KG,,,,,,2026-02-10T07:39:07.841725+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Polyester Single Jersey Count: 110'D,,"T-shirts, Activewear, Sportswear, ",3,/api/uploads/23e6f34f-fc3a-4f53-b583-051e8683a1b2.jpeg,,,
6ad28e2c-bbfb-499e-8983-c9c61880025e,LF-5Q0FY,Cotton 2/1Twill AOP,,"[{'material': 'Cotton', 'percentage': 100}]",155,58'',,Normal,AOP,,INR,1000MTR,,,,,,2026-02-10T07:48:48.309189+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton 2/1Twill; Count: 32'S x 32'S; Construction: 124X74,,Shirt and Dress,5,/api/uploads/0591fcb4-6c72-46d8-8ffe-8ae96d48d847.png,,,
39f43d78-6a59-4393-beea-b203093e424a,LF-M3F2A,Cotton 3/1Twill AOP,,"[{'material': 'Cotton', 'percentage': 100}]",225,58'',,,,,INR,1500MTR,,,,,,2026-02-10T10:36:15.279587+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton 3/1 Twill; Count: 20'S X 16'S; Construction:108X56,,"JACKET, CARGO PANTS",4,/api/uploads/c392539a-4f64-4671-b96f-50be9bedd9f6.png,,,
211c172d-95b3-4013-be65-477911740969,LF-WTHUN,Cotton Cambric AOP,,"[{'material': 'Cotton', 'percentage': 100}]",72,54'',,,,,INR,1500MTR,,,,,,2026-02-10T11:52:20.228065+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Cambric Count: 60'S X 60'S; Construction:92X88,,SUIT FABRIC,24,/api/uploads/20fca926-32d4-4e25-9b51-a3e73f8ca6b2.jpg,,,
d7994c0b-0788-47d1-b5a8-9a30791eb2e8,LF-76HPK,Cotton Poplin ,,"[{'material': 'Cotton', 'percentage': 100}]",136,58'',,Silicon,White,,INR,1500MTR,,,,,,2026-02-11T08:24:23.803932+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Poplin Count: 40'S X 40'S Construction: 132 X 100,,Shirt,3,/api/uploads/aefc7379-9ed0-41ea-a8a7-0d8b561a2d51.jpeg,,,
9512745d-9da9-46fa-add1-04fc43c4808a,LF-9QEAV,Cotton Crepe,,"[{'material': 'Cotton', 'percentage': 100}]",155,54'',,Silicon,Off-White,,INR,1500MTR,,,,,,2026-02-11T08:29:38.362187+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Crepe Count:30'S X 30'S; Construction: 68 x 56,,Women Dress,3,/api/uploads/cff547bd-9f94-410e-a5fd-ba4c6bbf8328.jpeg,,,
ced5f7b6-a26c-4a1d-b5bb-fb50842b62f6,LF-GW5R3,"Cotton Polyester Lycra, 3/1 RHT, 11oz, Color: Indigo",,"[{'material': 'Cotton', 'percentage': 76}, {'material': 'Polyester', 'percentage': 23}, {'material': 'Lycra', 'percentage': 1}]",,75'' C/W,,,Indigo,,INR,500Mtr,,,,,,2026-02-11T11:23:07.583638+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,De-1259 Cotton Poly Lycra Denim; Shrinkage: 11%; Stretch: 33%,,Miscellaneous,2,/api/uploads/c43f3203-daa7-4ef7-befa-d7f8a12e160c.jpeg,,,
e280268f-2209-48b1-94c6-57c04ea201d6,LF-B4FUP,"Cotton, 3/1 RHT, 13oz, Color: Indigo",,"[{'material': 'Cotton', 'percentage': 100}]",,67'',,,Indigo,,INR,500MTR,,,,,,2026-02-11T12:08:23.179560+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,DE-1336; Cotton 3/1RHT Denim; Shrinkage: 0-3%,,Miscellaneous,2,/api/uploads/13867458-a7b6-4150-9e13-80fc0865f9a2.jpeg,,,
8866a5b6-e28c-466a-ac9c-2dc8f888605c,LF-SVZDY,Cotton Poplin,,"[{'material': 'Cotton', 'percentage': 100}]",120,58'',,Silicon,Red,,INR,1500MTR,,,,,,2026-02-11T12:31:33.050575+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,cotton; poplin; shirting; plain weave,,,6,/api/uploads/eb689bb9-7ca8-4004-86d8-6a3a7106f3fc.jpeg,,,
509a7dc1-2740-4464-a357-7ef789fc8365,LF-1DTSN,"Cotton Lycra, 3/1 LHT, 12oz, Color: Indigo",,"[{'material': 'Cotton', 'percentage': 98}, {'material': 'Lycra', 'percentage': 2}]",,63'' C/W,,,Indigo,,INR,500MTR,,,,,,2026-02-12T05:01:00.036146+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,DE-1458 IBST; Cotton Lycra; Weft Shrinkage:11 +-2%; Stretch: 30 +-5%,,,3,/api/uploads/88925af8-10b6-48c3-a2c3-af66f0ab795c.jpeg,,,
53a842e8-8031-47d9-8544-f695afb17cfc,LF-2YRNC,Linen Cotton AOP,Linen,"[{'material': 'Linen', 'percentage': 55}, {'material': 'Cotton', 'percentage': 45}]",140,"58""",,Silicon,,,INR,1500MTR,,,,,,2026-02-12T05:33:35.078403+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Linen Cotton AOP,,,5,/api/uploads/7b1d838d-501c-4b24-a5dd-0ccd341338cc.png,,,
0b581df5-b030-4ed8-a181-1a2bc540248f,LF-A8L65,Cotton,,"[{'material': 'Cotton', 'percentage': 100}]",75,54'',,Silicon,,,INR,1500MTR,,,,,,2026-02-12T05:43:12.486949+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Cambric AOP,,,3,/api/uploads/7a881474-7b63-44ef-a543-5584929a09da.png,,,
17d3519d-81a8-49e6-a537-48e139241453,LF-3DQXH,Cotton AOP,,"[{'material': 'Cotton', 'percentage': 100}]",85,54'',,Silicon,,,INR,1500MTR,,,,,,2026-02-12T05:46:49.122635+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton AOP,,,3,/api/uploads/5c836a88-783d-4280-9097-766b2714662c.png,,,
2eec0c43-d848-489b-a9fa-2876a1ec7077,LF-UUYNQ,Cotton AOP,,"[{'material': 'Cotton', 'percentage': 100}]",70,54'',,Silicon,,,INR,1500MTR,,,,,,2026-02-12T05:52:20.443600+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton AOP,,,4,/api/uploads/b1a6098b-844d-4f14-a8f2-5c3120b4f2d8.png,,,
8e9e2025-bd73-48b1-b931-d56f941e9c15,LF-RORO9,Cotton AOP,,"[{'material': 'Cotton', 'percentage': 100}]",73,54'',,Silicon,,,INR,1500MTR,,,,,,2026-02-12T05:59:15.870744+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton AOP,,,4,/api/uploads/fb998864-5da3-4acf-960b-c4041777aa4c.png,,,
a4547baa-3453-469f-8dae-944f42f096a7,LF-KHFXP,Cotton Crimp Sheeting,,"[{'material': 'Cotton', 'percentage': 100}]",155,54'',,Silicon,,,INR,1500MTR,,,,,,2026-02-12T07:29:47.814220+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Crimp Sheeting AOP,,,4,/api/uploads/4e598164-1860-472a-b2f0-bb884c6e429c.png,,,
fffc76f8-4378-4cc7-a503-6f4ba13ac0ee,LF-FW5O9,Cotton Dobby AOP,,"[{'material': 'Cotton', 'percentage': 100}]",120,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-12T07:33:32.302361+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Dobby AOP,,,3,/api/uploads/1de231c0-0ea0-4fb7-94dd-aba70c2ae26f.png,,,
4ed57666-4b37-4328-92bf-5b57e0747ea9,LF-S34HV,Cotton Dobby AOP,,"[{'material': 'Cotton', 'percentage': 100}]",115,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-12T07:37:01.057358+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Dobby AOP,,,4,/api/uploads/051a2370-de57-4030-a235-aef0bb6093d2.png,,,
00afa171-a7c0-4d8e-9ad9-1bd78486372f,LF-6IZQS,Cotton Double Cloth,,"[{'material': 'Cotton', 'percentage': 100}]",115,54'',,Silicon,,,INR,1500MTR,,,,,,2026-02-12T09:09:50.158699+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Double Cloth AOP,,,7,/api/uploads/2cc71bc6-0250-4a33-9e7f-533f1ec77a8c.png,,,
3294f8ce-55e1-4f88-9dc9-b2c376cb078e,LF-3IL5M,Cotton Flannel AOP,,"[{'material': 'Cotton', 'percentage': 100}]",160,58'',,Silicon,,,INR,1500MTR,,,,,,2026-02-12T09:18:55.775738+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Flannel AOP,,,8,/api/uploads/98edd460-12b6-4881-ba3c-037b8a6403c0.png,,,
1fa69caf-9c60-462c-9b85-458e8117182f,LF-EUEFE,Cotton ,,"[{'material': 'Cotton', 'percentage': 100}]",79,54'',,Silicon,,,INR,1500MTR,,,,,,2026-02-12T10:40:25.833626+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton AOP Paper Finish,,,5,/api/uploads/732b918b-1f40-4b52-a4f5-d79130fd5c74.png,,,
3801be45-2780-4ad3-aa6b-28320551ca16,LF-MGOXG,Cotton  AOP,,"[{'material': 'Cotton', 'percentage': 100}]",84,54'',,Silicon,,,INR,1500MTR,,,,,,2026-02-12T10:48:35.681942+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Paper Finish AOP,,,4,/api/uploads/29fa8968-bfa9-4f87-b651-7bf7e0033de9.png,,,
5ad7b021-49a4-432b-9ce3-1a696618c49c,LF-Z324P,Cotton Peach Finish Poplin,,"[{'material': 'Cotton', 'percentage': 100}]",135,58'',,,,,INR,1500MTR,,,,,,2026-02-12T10:55:56.504324+00:00,,532b7c34-2ab7-4e8e-9889-003f115d9a8f,,LS-RK6CN,Gurugram,Haryana,Cotton Peach Finish Poplin,,,6,/api/uploads/c9986e30-b2b7-4a47-a7f8-fd2a6404cdca.png,,,
